time,place,magnitude,depth_km,latitude,longitude,lat_bin,lon_bin,cell_id
2006-03-09 17:14:34.380,"212 km ESE of Port Blair, India",4.2,10.0,10.744,94.449,10.5,94.0,10.5_94.0
2006-03-09 17:09:11.440,"196 km SE of Port Blair, India",4.9,10.0,10.559,94.154,10.5,94.0,10.5_94.0
2006-03-09 17:08:51.940,"218 km ESE of Port Blair, India",4.8,21.8,10.728,94.507,10.5,94.5,10.5_94.5
2006-03-09 17:03:30.480,"245 km ESE of Port Blair, India",4.2,10.0,10.534,94.678,10.5,94.5,10.5_94.5
2006-03-09 16:51:23.960,"235 km ESE of Port Blair, India",4.5,21.8,10.86,94.745,10.5,94.5,10.5_94.5
2006-03-09 16:42:31.770,"220 km ESE of Port Blair, India",4.9,21.0,10.726,94.531,10.5,94.5,10.5_94.5
2006-03-09 16:34:04.990,"229 km ESE of Port Blair, India",4.0,23.7,10.765,94.636,10.5,94.5,10.5_94.5
2006-03-09 16:28:49.330,"215 km ESE of Port Blair, India",4.7,20.4,10.79,94.508,10.5,94.5,10.5_94.5
2006-03-09 16:24:28.970,"236 km ESE of Port Blair, India",4.5,10.0,10.852,94.754,10.5,94.5,10.5_94.5
2006-03-09 16:17:36.970,"233 km ESE of Port Blair, India",4.5,10.0,10.762,94.682,10.5,94.5,10.5_94.5
2006-03-09 16:14:30.870,"212 km ESE of Port Blair, India",4.6,20.1,10.637,94.385,10.5,94.0,10.5_94.0
2006-03-09 16:10:32.580,"206 km ESE of Port Blair, India",4.3,10.0,10.692,94.361,10.5,94.0,10.5_94.0
2006-03-09 16:07:56.480,"225 km ESE of Port Blair, India",4.6,23.2,10.795,94.609,10.5,94.5,10.5_94.5
2006-03-09 15:59:05.370,"210 km SE of Port Blair, India",4.3,17.2,10.539,94.295,10.5,94.0,10.5_94.0
2006-03-09 15:46:51.630,"204 km ESE of Port Blair, India",5.0,22.0,10.725,94.359,10.5,94.0,10.5_94.0
2006-03-09 15:40:10.640,"209 km ESE of Port Blair, India",4.4,10.0,10.843,94.475,10.5,94.0,10.5_94.0
2006-03-09 15:37:48.130,"197 km SE of Port Blair, India",4.5,15.5,10.622,94.214,10.5,94.0,10.5_94.0
2006-03-09 15:36:35.230,"228 km ESE of Port Blair, India",4.2,10.0,10.739,94.613,10.5,94.5,10.5_94.5
2006-03-09 15:30:10.180,"239 km ESE of Port Blair, India",4.4,10.0,10.994,94.834,10.5,94.5,10.5_94.5
2006-03-09 15:27:11.260,"210 km SE of Port Blair, India",4.8,10.0,10.472,94.241,10.0,94.0,10.0_94.0
2006-03-09 15:26:39.920,"270 km ESE of Port Blair, India",4.4,10.0,10.926,95.107,10.5,95.0,10.5_95.0
2006-03-09 15:24:35.080,"227 km ESE of Port Blair, India",4.6,19.7,10.9,94.677,10.5,94.5,10.5_94.5
2006-03-09 15:19:15.530,"215 km ESE of Port Blair, India",5.2,21.4,10.801,94.51,10.5,94.5,10.5_94.5
2006-03-09 15:16:42.340,"217 km ESE of Port Blair, India",4.6,10.0,10.736,94.498,10.5,94.0,10.5_94.0
2006-03-09 15:12:02.630,"209 km ESE of Port Blair, India",5.2,20.8,10.789,94.45,10.5,94.0,10.5_94.0
2006-03-09 15:04:28.830,"204 km ESE of Port Blair, India",4.7,23.6,10.672,94.321,10.5,94.0,10.5_94.0
2006-03-09 15:03:12.610,"196 km ESE of Port Blair, India",5.1,15.7,10.736,94.275,10.5,94.0,10.5_94.0
2006-03-09 15:00:40.840,"Nicobar Islands, India region",5.1,18.6,8.922,94.599,8.5,94.5,8.5_94.5
2006-03-09 14:57:09.390,"165 km SE of Port Blair, India",5.1,15.1,10.698,93.901,10.5,93.5,10.5_93.5
2006-03-09 14:54:10.830,"215 km ESE of Port Blair, India",4.7,20.4,10.716,94.467,10.5,94.0,10.5_94.0
2006-03-09 14:51:25.830,"236 km ESE of Port Blair, India",4.5,24.9,10.929,94.78,10.5,94.5,10.5_94.5
2006-03-09 14:48:54.910,"207 km ESE of Port Blair, India",4.9,21.2,10.75,94.404,10.5,94.0,10.5_94.0
2006-03-09 14:47:56.000,"220 km ESE of Port Blair, India",4.7,19.9,10.818,94.578,10.5,94.5,10.5_94.5
2006-03-09 14:45:37.570,"243 km ESE of Port Blair, India",4.2,10.0,11.036,94.888,11.0,94.5,11.0_94.5
2006-03-09 12:56:27.710,"211 km WNW of Qamdo, China",3.8,45.2,31.828,95.109,31.5,95.0,31.5_95.0
2006-03-09 12:43:12.020,"219 km WNW of Qamdo, China",4.6,61.8,31.854,95.032,31.5,95.0,31.5_95.0
2006-03-09 07:55:42.550,"210 km WNW of Qamdo, China",4.2,51.8,31.789,95.1,31.5,95.0,31.5_95.0
2006-03-09 05:58:36.730,"88 km ENE of Khorugh, Tajikistan",4.1,246.6,37.762,72.495,37.5,72.0,37.5_72.0
2006-03-08 18:00:38.530,"275 km W of Sabang, Indonesia",4.1,40.9,6.314,92.863,6.0,92.5,6.0_92.5
2006-03-08 17:57:24.170,"272 km W of Sabang, Indonesia",4.2,30.0,6.305,92.886,6.0,92.5,6.0_92.5
2006-03-08 14:49:44.740,"213 km N of Bamboo Flat, India",4.5,30.2,13.627,92.723,13.5,92.5,13.5_92.5
2006-03-08 05:27:37.010,"238 km SSW of Port Blair, India",4.1,30.0,9.604,92.101,9.5,92.0,9.5_92.0
2006-03-07 18:20:46.110,"34 km NE of R?par, India",5.5,10.0,23.777,70.899,23.5,70.5,23.5_70.5
2006-03-07 13:58:40.760,"47 km S of Jurm, Afghanistan",4.6,177.3,36.435,70.82,36.0,70.5,36.0_70.5
2006-03-06 15:22:42.700,"30 km E of Taungdwingyi, Myanmar",4.2,65.2,19.973,95.838,19.5,95.5,19.5_95.5
2006-03-05 23:35:34.770,"191 km WNW of Qamdo, China",3.7,10.0,31.62,95.246,31.5,95.0,31.5_95.0
2006-03-05 18:31:30.860,"212 km NNW of Sabang, Indonesia",4.4,30.6,7.591,94.43,7.5,94.0,7.5_94.0
2006-03-05 15:11:04.920,"209 km WNW of Qamdo, China",4.8,10.0,31.694,95.079,31.5,95.0,31.5_95.0
2006-03-05 00:56:34.770,Afghanistan-Tajikistan border region,4.1,10.0,37.559,71.133,37.5,71.0,37.5_71.0
2006-03-04 06:58:34.860,"Nicobar Islands, India region",3.8,30.0,6.871,92.61,6.5,92.5,6.5_92.5
2006-03-04 04:53:23.480,"44 km WNW of Khand?d, Afghanistan",4.4,107.5,37.159,71.892,37.0,71.5,37.0_71.5
2006-03-04 00:19:32.540,western Xizang,4.2,10.0,35.384,89.559,35.0,89.5,35.0_89.5
2006-03-03 22:48:43.000,"67 km S of Murghob, Tajikistan",4.5,100.0,37.566,74.044,37.5,74.0,37.5_74.0
2006-03-03 16:51:42.850,western Xizang,4.6,10.0,35.409,89.665,35.0,89.5,35.0_89.5
2006-03-03 14:00:16.190,western Xizang,3.8,10.0,35.42,89.593,35.0,89.5,35.0_89.5
2006-03-03 13:52:26.370,western Xizang,4.0,10.0,35.39,89.669,35.0,89.5,35.0_89.5
2006-03-03 13:31:39.240,"10 km NNE of Ishqoshim, Tajikistan",4.0,86.9,36.805,71.673,36.5,71.5,36.5_71.5
2006-03-03 07:44:08.610,"36 km NE of Myaydo, Myanmar",4.1,35.0,19.626,95.43,19.5,95.0,19.5_95.0
2006-03-03 07:22:56.210,"108 km NE of Shi Yomi, India",4.1,10.0,29.099,95.275,29.0,95.0,29.0_95.0
2006-03-03 01:36:06.530,"43 km WNW of Chauk, Myanmar",5.2,112.8,21.116,94.469,21.0,94.0,21.0_94.0
2006-03-03 01:08:05.890,"51 km SSE of Jurm, Afghanistan",4.3,257.3,36.438,71.048,36.0,71.0,36.0_71.0
2006-03-02 17:16:59.970,"58 km SE of W?ngjing, India",4.9,77.9,24.268,94.526,24.0,94.5,24.0_94.5
2006-03-02 12:46:24.750,"12 km ENE of Muzaffar?b?d, Pakistan",4.7,10.0,34.408,73.597,34.0,73.5,34.0_73.5
2006-03-02 03:03:49.040,"109 km WSW of Banda Aceh, Indonesia",4.0,30.0,5.105,94.449,5.0,94.0,5.0_94.0
2006-03-01 22:06:06.880,"92 km SW of Port Blair, India",4.9,26.8,11.102,92.123,11.0,92.0,11.0_92.0
2006-03-01 17:16:37.390,"102 km SW of Port Blair, India",4.1,37.4,11.049,92.051,11.0,92.0,11.0_92.0
2006-03-01 16:49:16.910,western Xizang,3.9,10.0,35.4,89.761,35.0,89.5,35.0_89.5
2006-03-01 09:42:34.960,western Xizang,3.8,10.0,35.237,89.595,35.0,89.5,35.0_89.5
2006-03-01 09:40:04.370,western Xizang,4.4,10.0,35.174,89.414,35.0,89.0,35.0_89.0
2006-03-01 09:36:40.180,western Xizang,5.1,5.6,35.286,89.541,35.0,89.5,35.0_89.5
2006-03-01 00:13:41.680,western Xizang,4.2,10.0,35.31,89.604,35.0,89.5,35.0_89.5
2006-02-28 02:22:29.510,"50 km ENE of Khorugh, Tajikistan",4.0,150.0,37.654,72.09,37.5,72.0,37.5_72.0
2006-02-27 23:06:09.570,"37 km E of Nahr?n, Afghanistan",4.2,116.6,36.122,69.539,36.0,69.5,36.0_69.5
2006-02-27 18:39:25.770,"25 km WSW of Ashk?sham, Afghanistan",4.4,151.3,36.633,71.257,36.5,71.0,36.5_71.0
2006-02-27 18:04:28.750,"281 km WNW of Sabang, Indonesia",4.1,21.0,6.762,92.93,6.5,92.5,6.5_92.5
2006-02-27 12:49:55.600,"74 km SSE of Hayuliang, India",4.1,68.6,27.438,96.791,27.0,96.5,27.0_96.5
2006-02-27 11:58:40.020,"16 km NNE of Baffa, Pakistan",3.8,10.0,34.575,73.29,34.5,73.0,34.5_73.0
2006-02-26 21:32:49.260,"71 km W of Banda Aceh, Indonesia",5.2,30.0,5.609,94.688,5.5,94.5,5.5_94.5
2006-02-26 05:20:33.780,western Xizang,3.8,10.0,35.299,89.724,35.0,89.5,35.0_89.5
2006-02-26 04:59:58.980,western Xizang,3.7,10.0,35.024,89.534,35.0,89.5,35.0_89.5
2006-02-26 04:35:38.060,"53 km SE of Farkh?r, Afghanistan",4.0,181.0,36.294,70.341,36.0,70.0,36.0_70.0
2006-02-26 02:13:50.400,western Xizang,5.4,10.0,35.28,89.598,35.0,89.5,35.0_89.5
2006-02-25 18:51:12.470,"60 km ESE of Josh?math, India",3.6,10.0,30.298,80.119,30.0,80.0,30.0_80.0
2006-02-25 12:55:34.660,"63 km S of Jurm, Afghanistan",3.8,189.4,36.301,70.921,36.0,70.5,36.0_70.5
2006-02-25 12:08:24.970,western Xizang,3.5,10.0,35.237,89.528,35.0,89.5,35.0_89.5
2006-02-24 18:42:37.040,"40 km SE of Farkh?r, Afghanistan",4.4,167.1,36.274,70.123,36.0,70.0,36.0_70.0
2006-02-24 04:45:26.050,"7 km NW of Samdrup Jongkhar, Bhutan",3.8,10.0,26.859,91.458,26.5,91.0,26.5_91.0
2006-02-24 02:36:28.370,"10 km SSW of Dhing, India",3.8,10.0,26.385,92.415,26.0,92.0,26.0_92.0
2006-02-24 01:37:08.130,"260 km SW of Pathein, Myanmar",4.2,35.0,14.847,93.35,14.5,93.0,14.5_93.0
2006-02-23 23:49:06.610,"3 km SSE of Samdrup Jongkhar, Bhutan",3.6,10.0,26.773,91.518,26.5,91.5,26.5_91.5
2006-02-23 20:44:33.340,"21 km NE of Samdrup Jongkhar, Bhutan",4.2,10.0,26.911,91.681,26.5,91.5,26.5_91.5
2006-02-23 20:36:59.800,"2 km SSW of Samdrup Jongkhar, Bhutan",4.2,10.0,26.78,91.494,26.5,91.0,26.5_91.0
2006-02-23 20:22:46.550,"30 km WNW of Udalguri, India",3.9,10.0,26.83,91.809,26.5,91.5,26.5_91.5
2006-02-23 20:07:26.170,"14 km ENE of Samdrup Jongkhar, Bhutan",5.2,10.0,26.863,91.632,26.5,91.5,26.5_91.5
2006-02-23 20:04:53.550,"23 km ENE of Samdrup Jongkhar, Bhutan",5.8,10.0,26.912,91.705,26.5,91.5,26.5_91.5
2006-02-23 06:17:03.220,"northern Sumatra, Indonesia",4.4,41.5,5.424,94.945,5.0,94.5,5.0_94.5
2006-02-23 05:03:06.110,"52 km SSW of Ashk?sham, Afghanistan",3.9,10.0,36.227,71.399,36.0,71.0,36.0_71.0
2006-02-22 22:59:37.180,"28 km N of Muzaffar?b?d, Pakistan",4.3,10.0,34.626,73.499,34.5,73.0,34.5_73.0
2006-02-21 22:29:31.070,"34 km SW of Ashk?sham, Afghanistan",4.4,204.6,36.501,71.222,36.5,71.0,36.5_71.0
2006-02-21 21:59:18.620,"47 km NW of Sabang, Indonesia",4.0,30.0,6.214,95.038,6.0,95.0,6.0_95.0
2006-02-21 15:10:18.110,"212 km WNW of Qamdo, China",4.9,5.4,31.715,95.053,31.5,95.0,31.5_95.0
2006-02-21 14:27:38.750,"61 km SSE of Farkh?r, Afghanistan",4.1,103.9,36.058,70.107,36.0,70.0,36.0_70.0
2006-02-21 10:59:11.990,"35 km E of Dipayal, Nepal",4.4,26.3,29.252,81.301,29.0,81.0,29.0_81.0
2006-02-20 18:14:37.010,"237 km WNW of Sabang, Indonesia",4.1,10.0,6.769,93.354,6.5,93.0,6.5_93.0
2006-02-20 09:57:21.450,"15 km SW of Kupw?ra, India",3.7,45.0,33.917,74.169,33.5,74.0,33.5_74.0
2006-02-20 04:05:50.730,"61 km NW of P?r?n, Afghanistan",3.5,10.0,35.854,70.5,35.5,70.5,35.5_70.5
2006-02-19 21:19:30.870,"18 km E of B?glung, Nepal",3.8,35.0,28.258,83.775,28.0,83.5,28.0_83.5
2006-02-19 21:18:57.570,"17 km SE of B?glung, Nepal",3.6,35.0,28.151,83.712,28.0,83.5,28.0_83.5
2006-02-19 10:39:59.070,"37 km SSW of Ashk?sham, Afghanistan",4.1,110.7,36.355,71.425,36.0,71.0,36.0_71.0
2006-02-19 00:43:21.550,"77 km N of P?r?n, Afghanistan",3.5,173.7,36.121,70.979,36.0,70.5,36.0_70.5
2006-02-18 09:13:31.650,"207 km WNW of Qamdo, China",3.7,45.6,31.807,95.142,31.5,95.0,31.5_95.0
2006-02-17 17:28:27.150,"5 km NE of Battagram, Pakistan",3.8,10.0,34.712,73.069,34.5,73.0,34.5_73.0
2006-02-16 23:17:53.030,"northern Qinghai, China",3.6,21.5,37.955,92.385,37.5,92.0,37.5_92.0
2006-02-16 07:01:59.560,"27 km SE of Kakching, India",4.5,84.2,24.361,94.204,24.0,94.0,24.0_94.0
2006-02-16 04:49:35.030,"204 km WNW of Qamdo, China",4.1,10.0,31.654,95.114,31.5,95.0,31.5_95.0
2006-02-16 00:47:22.010,"Nicobar Islands, India region",4.3,30.0,8.572,93.968,8.5,93.5,8.5_93.5
2006-02-15 22:43:15.290,"32 km SE of Khorugh, Tajikistan",3.8,77.2,37.267,71.794,37.0,71.5,37.0_71.5
2006-02-15 19:24:46.900,"4 km E of New Mirpur, Pakistan",3.7,10.0,33.141,73.803,33.0,73.5,33.0_73.5
2006-02-15 03:07:31.680,western Xizang,4.0,47.3,33.721,81.263,33.5,81.0,33.5_81.0
2006-02-15 01:55:04.810,western Xizang,4.9,49.2,33.64,81.383,33.5,81.0,33.5_81.0
2006-02-15 01:17:54.950,"101 km WSW of Banda Aceh, Indonesia",4.7,50.7,5.348,94.439,5.0,94.0,5.0_94.0
2006-02-14 23:46:12.140,western Xizang,3.6,36.2,33.647,81.422,33.5,81.0,33.5_81.0
2006-02-14 19:17:33.260,"46 km N of Dh?rchula, India",4.5,62.5,30.265,80.528,30.0,80.5,30.0_80.5
2006-02-14 15:40:52.290,"218 km WNW of Qamdo, China",4.5,55.2,31.668,94.965,31.5,94.5,31.5_94.5
2006-02-14 00:55:25.060,"16 km NE of Gyalshing, India",5.3,30.0,27.382,88.388,27.0,88.0,27.0_88.0
2006-02-13 21:46:43.380,"64 km NW of P?r?n, Afghanistan",4.3,10.0,35.826,70.406,35.5,70.0,35.5_70.0
2006-02-13 02:00:23.910,"12 km N of Baffa, Pakistan",3.7,10.0,34.549,73.221,34.5,73.0,34.5_73.0
2006-02-12 21:21:01.760,"270 km NNW of Sabang, Indonesia",4.2,23.4,8.107,94.292,8.0,94.0,8.0_94.0
2006-02-12 19:52:26.820,"22 km SSE of Kalat, Pakistan",3.8,10.0,28.831,66.638,28.5,66.5,28.5_66.5
2006-02-12 16:49:40.670,"47 km SSE of Jurm, Afghanistan",4.4,188.7,36.45,70.98,36.0,70.5,36.0_70.5
2006-02-12 14:00:28.730,"27 km NNE of Baffa, Pakistan",4.0,10.0,34.659,73.364,34.5,73.0,34.5_73.0
2006-02-12 06:09:58.370,Xinjiang-Xizang border region,3.6,10.0,35.073,84.81,35.0,84.5,35.0_84.5
2006-02-12 04:54:40.780,"21 km S of Khowai, India",4.2,50.1,23.889,91.634,23.5,91.5,23.5_91.5
2006-02-11 16:15:52.920,"55 km SW of Ashk?sham, Afghanistan",4.2,120.6,36.301,71.136,36.0,71.0,36.0_71.0
2006-02-11 05:32:51.910,"25 km E of Muzaffar?b?d, Pakistan",4.8,10.0,34.337,73.746,34.0,73.5,34.0_73.5
2006-02-11 05:04:21.270,"27 km W of Bomdila, India",4.7,49.3,27.233,92.145,27.0,92.0,27.0_92.0
2006-02-10 18:27:27.760,western Xizang,3.8,10.0,33.528,81.163,33.5,81.0,33.5_81.0
2006-02-10 14:58:58.990,"23 km S of Ashk?sham, Afghanistan",3.5,208.5,36.47,71.507,36.0,71.5,36.0_71.5
2006-02-10 07:10:30.860,western Xizang,4.1,32.6,33.531,81.239,33.5,81.0,33.5_81.0
2006-02-09 07:48:19.660,"12 km NW of Muzaffar?b?d, Pakistan",4.4,10.0,34.463,73.386,34.0,73.0,34.0_73.0
2006-02-09 03:23:26.770,"51 km SW of Ashk?sham, Afghanistan",3.7,194.9,36.393,71.084,36.0,71.0,36.0_71.0
2006-02-09 03:14:08.440,"168 km SSE of Hotan, China",3.5,10.0,35.817,80.917,35.5,80.5,35.5_80.5
2006-02-08 13:24:43.890,"24 km ENE of Battagram, Pakistan",4.1,10.0,34.75,73.276,34.5,73.0,34.5_73.0
2006-02-08 12:57:27.930,"26 km ENE of Battagram, Pakistan",4.8,10.0,34.793,73.276,34.5,73.0,34.5_73.0
2006-02-07 01:29:38.800,"32 km NNE of Khand?d, Afghanistan",3.7,173.8,37.228,72.433,37.0,72.0,37.0_72.0
2006-02-06 21:52:00.350,"16 km NNW of Rawala Kot, Pakistan",3.5,10.0,33.986,73.662,33.5,73.5,33.5_73.5
2006-02-06 21:11:11.980,"32 km WNW of Kot Malik Barkhurdar, Pakistan",4.0,10.0,30.35,66.692,30.0,66.5,30.0_66.5
2006-02-06 20:53:15.720,"152 km NNW of Dêqên, China",4.5,44.9,31.307,90.406,31.0,90.0,31.0_90.0
2006-02-06 19:51:55.150,"17 km SW of Khorugh, Tajikistan",4.4,143.3,37.389,71.407,37.0,71.0,37.0_71.0
2006-02-06 11:17:30.050,"69 km SW of Ashk?sham, Afghanistan",4.3,116.3,36.208,71.022,36.0,71.0,36.0_71.0
2006-02-05 22:51:20.470,"28 km SE of Tag?b, Afghanistan",3.7,35.0,34.658,69.843,34.5,69.5,34.5_69.5
2006-02-05 22:18:35.870,"18 km E of Muzaffar?b?d, Pakistan",4.4,31.5,34.39,73.675,34.0,73.5,34.0_73.5
2006-02-05 17:49:22.590,"Nicobar Islands, India region",4.2,37.9,7.03,92.46,7.0,92.0,7.0_92.0
2006-02-05 14:03:49.350,"16 km ENE of Muzaffar?b?d, Pakistan",3.8,10.0,34.422,73.642,34.0,73.5,34.0_73.5
2006-02-05 13:40:33.100,"130 km SW of Port Blair, India",4.8,28.8,10.902,91.83,10.5,91.5,10.5_91.5
2006-02-05 13:27:26.590,"224 km SE of Port Blair, India",4.4,30.0,10.365,94.319,10.0,94.0,10.0_94.0
2006-02-05 06:37:29.840,"71 km SW of Ashk?sham, Afghanistan",4.4,10.0,36.152,71.083,36.0,71.0,36.0_71.0
2006-02-05 00:49:54.730,"Andaman Islands, India region",3.8,35.0,14.22,91.476,14.0,91.0,14.0_91.0
2006-02-04 16:49:56.240,"30 km WNW of Kulachi, Pakistan",3.6,45.0,32.003,70.152,32.0,70.0,32.0_70.0
2006-02-04 13:40:51.730,"228 km NW of Sabang, Indonesia",4.7,30.0,7.477,93.991,7.0,93.5,7.0_93.5
2006-02-03 22:56:32.990,"35 km W of Bamboo Flat, India",4.3,30.0,11.695,92.388,11.5,92.0,11.5_92.0
2006-02-03 22:12:19.540,"81 km W of Bamboo Flat, India",3.8,30.0,11.678,91.968,11.5,91.5,11.5_91.5
2006-02-03 20:34:10.980,"41 km WNW of Bamboo Flat, India",6.1,19.0,11.86,92.372,11.5,92.0,11.5_92.0
2006-02-03 03:11:15.480,"280 km WNW of Sabang, Indonesia",4.5,41.8,6.436,92.841,6.0,92.5,6.0_92.5
2006-02-03 01:57:47.220,"58 km N of Lah?n, Nepal",4.7,14.3,27.245,86.383,27.0,86.0,27.0_86.0
2006-02-03 01:04:32.770,"34 km N of Ishqoshim, Tajikistan",3.5,114.5,37.031,71.673,37.0,71.5,37.0_71.5
2006-02-03 00:54:23.460,"29 km NNW of R?par, India",4.5,10.0,23.827,70.559,23.5,70.5,23.5_70.5
2006-02-02 21:49:00.850,"14 km E of Battagram, Pakistan",4.9,10.0,34.678,73.177,34.5,73.0,34.5_73.0
2006-02-02 19:54:12.170,"71 km N of Khand?d, Afghanistan",4.5,104.0,37.591,72.445,37.5,72.0,37.5_72.0
2006-02-01 22:24:15.920,"49 km N of Dh?rchula, India",4.7,50.6,30.288,80.483,30.0,80.0,30.0_80.0
2006-02-01 18:02:24.950,"255 km S of Port Blair, India",4.2,30.0,9.384,93.105,9.0,93.0,9.0_93.0
2006-02-01 14:03:27.450,"38 km NW of Dajal, Pakistan",4.5,10.0,29.767,70.057,29.5,70.0,29.5_70.0
2006-02-01 13:52:38.500,"21 km NW of Uri, India",4.6,10.0,34.197,73.858,34.0,73.5,34.0_73.5
2006-02-01 08:23:05.780,"36 km N of Ishqoshim, Tajikistan",4.0,62.7,37.053,71.573,37.0,71.5,37.0_71.5
2006-02-01 04:47:40.700,"277 km NNW of Nagqu, China",4.8,10.0,33.864,91.163,33.5,91.0,33.5_91.0
2006-02-01 03:04:00.610,"281 km NNW of Nagqu, China",3.7,10.0,33.877,91.096,33.5,91.0,33.5_91.0
2006-01-31 22:56:45.850,"18 km NNE of Baffa, Pakistan",3.9,10.0,34.595,73.281,34.5,73.0,34.5_73.0
2006-01-31 01:34:57.850,"58 km S of Jurm, Afghanistan",4.0,128.9,36.339,70.905,36.0,70.5,36.0_70.5
2006-01-30 10:42:08.220,"13 km SSW of Farkh?r, Afghanistan",3.6,203.9,36.451,69.824,36.0,69.5,36.0_69.5
2006-01-30 01:57:34.500,"45 km NW of Dh?rchula, India",4.1,40.8,30.168,80.225,30.0,80.0,30.0_80.0
2006-01-29 13:07:10.040,"52 km E of Khorugh, Tajikistan",3.9,175.6,37.581,72.141,37.5,72.0,37.5_72.0
2006-01-29 04:13:58.960,"3 km W of Khand?d, Afghanistan",3.5,47.2,36.954,72.28,36.5,72.0,36.5_72.0
2006-01-28 23:52:29.580,"21 km NE of Surab, Pakistan",3.7,10.0,28.605,66.437,28.5,66.0,28.5_66.0
2006-01-28 15:41:45.860,Pakistan,3.9,10.0,34.502,72.964,34.5,72.5,34.5_72.5
2006-01-27 23:58:29.560,"65 km S of Mawlaik, Myanmar",4.2,54.5,23.056,94.474,23.0,94.0,23.0_94.0
2006-01-27 19:58:15.360,"39 km SW of Ashk?sham, Afghanistan",3.7,121.1,36.411,71.248,36.0,71.0,36.0_71.0
2006-01-27 18:58:13.620,"23 km SSW of Tag?b, Afghanistan",4.7,57.3,34.649,69.597,34.5,69.5,34.5_69.5
2006-01-26 20:50:10.820,"38 km NNW of Ishqoshim, Tajikistan",4.3,70.1,37.042,71.449,37.0,71.0,37.0_71.0
2006-01-26 18:40:15.380,"59 km E of Nahr?n, Afghanistan",4.6,126.0,36.001,69.789,36.0,69.5,36.0_69.5
2006-01-26 13:32:45.890,"Nicobar Islands, India region",4.3,30.0,8.487,92.627,8.0,92.5,8.0_92.5
2006-01-26 04:14:24.740,"163 km SW of Port Blair, India",4.2,24.5,10.624,91.681,10.5,91.5,10.5_91.5
2006-01-26 03:07:13.290,"99 km S of Qamdo, China",3.7,10.0,30.234,97.158,30.0,97.0,30.0_97.0
2006-01-26 02:15:18.830,"Nicobar Islands, India region",4.0,30.0,6.982,92.703,6.5,92.5,6.5_92.5
2006-01-25 11:24:53.130,"41 km SSE of Jurm, Afghanistan",4.0,237.3,36.537,71.052,36.5,71.0,36.5_71.0
2006-01-25 09:55:30.010,"141 km WSW of Banda Aceh, Indonesia",4.5,30.0,5.088,94.141,5.0,94.0,5.0_94.0
2006-01-25 09:22:01.150,"21 km WNW of Thayetmyo, Myanmar",4.1,79.5,19.406,94.994,19.0,94.5,19.0_94.5
2006-01-25 09:04:06.620,"31 km SE of Muzaffar?b?d, Pakistan",3.7,10.0,34.168,73.705,34.0,73.5,34.0_73.5
2006-01-25 08:07:20.190,"75 km NE of B?z?rak, Afghanistan",4.4,92.6,35.782,70.114,35.5,70.0,35.5_70.0
2006-01-25 02:26:45.030,"Nicobar Islands, India region",4.4,22.4,6.972,92.471,6.5,92.0,6.5_92.0
2006-01-24 22:32:08.080,"67 km SE of Farkh?r, Afghanistan",3.7,104.3,36.157,70.414,36.0,70.0,36.0_70.0
2006-01-24 20:24:26.900,western Xizang,3.8,10.0,34.283,87.885,34.0,87.5,34.0_87.5
2006-01-24 09:56:46.430,"73 km N of Bandipura, India",3.5,48.9,35.069,74.498,35.0,74.0,35.0_74.0
2006-01-23 08:01:13.080,"15 km WNW of Baffa, Pakistan",3.6,10.0,34.485,73.063,34.0,73.0,34.0_73.0
2006-01-23 02:04:58.360,"40 km SW of Ashk?sham, Afghanistan",4.2,239.9,36.407,71.242,36.0,71.0,36.0_71.0
2006-01-22 11:44:43.920,"18 km S of Muzaffar?b?d, Pakistan",4.0,10.0,34.206,73.499,34.0,73.0,34.0_73.0
2006-01-22 07:45:56.740,"237 km NNW of Sabang, Indonesia",4.1,30.0,7.69,94.144,7.5,94.0,7.5_94.0
2006-01-22 03:20:01.990,"250 km ENE of Leh, India",4.3,10.0,34.681,80.234,34.5,80.0,34.5_80.0
2006-01-21 22:35:02.770,"56 km ENE of Mawlaik, Myanmar",3.7,35.0,23.848,94.908,23.5,94.5,23.5_94.5
2006-01-21 11:13:22.330,"28 km SW of Farkh?r, Afghanistan",4.3,147.5,36.364,69.667,36.0,69.5,36.0_69.5
2006-01-21 04:07:03.710,"155 km NNE of Bamboo Flat, India",5.6,44.0,13.002,93.245,13.0,93.0,13.0_93.0
2006-01-20 22:13:46.270,"Nicobar Islands, India region",4.5,30.0,9.064,93.857,9.0,93.5,9.0_93.5
2006-01-20 17:23:32.320,"52 km ESE of Nahr?n, Afghanistan",3.7,77.2,35.886,69.67,35.5,69.5,35.5_69.5
2006-01-20 11:42:29.670,"31 km NNE of Baffa, Pakistan",3.7,10.0,34.68,73.393,34.5,73.0,34.5_73.0
2006-01-20 06:12:25.120,"235 km N of Saga, China",4.6,37.3,31.44,85.01,31.0,85.0,31.0_85.0
2006-01-20 01:39:47.700,"Nicobar Islands, India region",4.6,30.0,6.938,91.963,6.5,91.5,6.5_91.5
2006-01-19 23:25:55.860,"206 km N of Bamboo Flat, India",3.9,30.0,13.563,92.744,13.5,92.5,13.5_92.5
2006-01-19 05:23:48.290,"78 km WSW of Banda Aceh, Indonesia",4.2,30.0,5.267,94.684,5.0,94.5,5.0_94.5
2006-01-18 23:37:23.550,"60 km NE of Sabang, Indonesia",4.1,77.0,6.252,95.72,6.0,95.5,6.0_95.5
